ordernumber,sales_channel,deliverydate,currencycode,order_quantity,discount_applied,unit_price,unit_cost,product_name,customer_names,discount_amount,net_price,profit
SO - 0006713,In-Store,2020-08-16,USD,3,0.075,2492.4,1246.2,Computers,"Fenwal, Corp",186.93,6916.410000000001,3177.8100000000004
SO - 0007130,In-Store,2020-09-25,USD,1,0.05,1768.8,1468.1039999999998,Computers,"Fenwal, Corp",88.44,1680.36,212.25600000000009
SO - 0007836,In-Store,2020-12-21,USD,6,0.15,1829.1,1371.825,Computers,"Fenwal, Corp",274.36499999999995,9328.41,1097.4599999999991
SO - 0001486,Distributor,2018-12-15,USD,7,0.05,6512.400000000001,3712.068,TV and video,"Fenwal, Corp",325.62000000000006,43307.46000000001,17322.984000000004
SO - 0001874,In-Store,2019-01-24,USD,3,0.1,1092.1,884.6010000000001,TV and video,"Fenwal, Corp",109.21,2948.6699999999996,294.8669999999993
SO - 0002224,In-Store,2019-03-07,USD,4,0.075,3886.0,2020.72,TV and video,"Fenwal, Corp",291.45,14378.2,6295.320000000001
SO - 0002645,Online,2019-04-18,USD,3,0.15,227.8,95.676,TV and video,"Fenwal, Corp",34.17,580.89,293.86199999999997
SO - 0006231,Distributor,2020-06-13,USD,4,0.05,864.3000000000001,561.7950000000001,TV and video,"Fenwal, Corp",43.215,3284.34,1037.1599999999999
SO - 0003306,Online,2019-07-09,USD,4,0.05,3899.4,3314.49,Table Lamps,"Fenwal, Corp",194.97000000000003,14817.720000000001,1559.760000000002
SO - 0006783,Online,2020-09-03,USD,6,0.075,2666.6,1626.626,Table Lamps,"Fenwal, Corp",199.99499999999998,14799.630000000001,5039.874000000002
SO - 0007965,In-Store,2021-01-15,USD,2,0.075,5849.1,4328.334,Table Lamps,"Fenwal, Corp",438.6825,10820.835000000001,2164.1670000000013
SO - 000608,Wholesale,2018-08-13,USD,8,0.075,1025.1,686.8170000000001,Bar Tools,"Fenwal, Corp",76.8825,7585.74,2091.203999999999
SO - 0002508,In-Store,2019-04-03,USD,7,0.075,1802.3,1279.6329999999998,Bar Tools,"Fenwal, Corp",135.17249999999999,11669.8925,2712.4615000000013
SO - 0003804,Online,2019-08-28,USD,8,0.075,1078.7,485.415,Bar Tools,"Fenwal, Corp",80.9025,7982.38,4099.0599999999995
SO - 0006508,Distributor,2020-07-26,USD,1,0.05,984.9,768.222,Bar Tools,"Fenwal, Corp",49.245000000000005,935.655,167.433
SO - 0002698,Wholesale,2019-04-13,USD,8,0.1,1762.1,1286.333,Wall Frames,"Fenwal, Corp",176.21,12687.119999999999,2396.4559999999983
SO - 000896,In-Store,2018-09-23,USD,8,0.075,2653.2000000000003,2069.496,Outdoor Decor,"Fenwal, Corp",198.99,19633.68,3077.7119999999995
SO - 0002108,In-Store,2019-01-27,USD,4,0.05,3932.9,2359.74,Outdoor Decor,"Fenwal, Corp",196.645,14945.02,5506.060000000001
SO - 0002742,In-Store,2019-04-21,USD,4,0.15,1018.4,784.168,Outdoor Decor,"Fenwal, Corp",152.76,3462.56,325.8879999999999
SO - 0006911,In-Store,2020-08-28,USD,1,0.2,3899.4,3119.5200000000004,Outdoor Decor,"Fenwal, Corp",779.8800000000001,3119.52,-4.547473508864641e-13
SO - 0007753,Distributor,2020-12-07,USD,3,0.2,221.1,106.128,Outdoor Decor,"Fenwal, Corp",44.22,530.64,212.25599999999997
SO - 0008015,In-Store,2021-01-02,USD,7,0.15,207.7,122.543,Outdoor Decor,"Fenwal, Corp",31.154999999999998,1235.8149999999998,378.0139999999998
SO - 0002549,Wholesale,2019-03-20,USD,6,0.05,3872.6,2323.56,Table Linens,"Fenwal, Corp",193.63,22073.82,8132.459999999999
SO - 0002111,Online,2019-01-31,USD,6,0.1,1842.5,1197.625,Outdoor Furniture,"Fenwal, Corp",184.25,9949.5,2763.75
SO - 0006046,In-Store,2020-05-25,USD,5,0.075,1835.8,1542.072,Outdoor Furniture,"Fenwal, Corp",137.685,8490.575,780.215000000001
SO - 0001277,Online,2018-11-19,USD,8,0.05,1159.1,985.235,Clocks,"Fenwal, Corp",57.955,8809.16,927.2799999999997
SO - 0005522,Online,2020-03-16,USD,2,0.075,1922.9,788.389,Clocks,"Fenwal, Corp",144.2175,3557.3650000000002,1980.5870000000002
SO - 0007107,In-Store,2020-09-25,USD,4,0.075,5092.0,3360.7200000000003,Clocks,"Fenwal, Corp",381.9,18840.4,5397.52
SO - 0002150,Online,2019-02-16,USD,1,0.05,2217.7000000000003,1552.39,Platters,"Fenwal, Corp",110.88500000000002,2106.815,554.425
SO - 0006561,In-Store,2020-07-17,USD,6,0.15,1005.0,613.05,Platters,"Fenwal, Corp",150.75,5125.5,1447.2000000000003
SO - 0007553,In-Store,2020-12-03,USD,7,0.05,1038.5,695.7950000000001,Mirrors,"Fenwal, Corp",51.925000000000004,6906.025000000001,2035.46
SO - 0001202,Online,2018-10-27,USD,2,0.05,1896.1,1573.763,Dinnerware,"Fenwal, Corp",94.805,3602.5899999999997,455.06399999999985
SO - 0002258,Distributor,2019-03-06,USD,5,0.075,998.3,708.793,Dinnerware,"Fenwal, Corp",74.87249999999999,4617.1375,1073.1724999999997
SO - 0003599,Online,2019-08-09,USD,3,0.075,5875.900000000001,2467.878,Dinnerware,"Fenwal, Corp",440.69250000000005,16305.622500000001,8901.988500000001
SO - 0005782,Online,2020-04-17,USD,4,0.15,1132.3,611.442,Dinnerware,"Fenwal, Corp",169.845,3849.8199999999997,1404.0519999999997
SO - 0006356,Online,2020-06-25,USD,6,0.1,2539.3,1244.257,Dinnerware,"Fenwal, Corp",253.93000000000004,13712.220000000001,6246.678000000001
SO - 0007462,In-Store,2020-10-24,USD,4,0.075,2338.3,1823.8740000000005,Dinnerware,"Fenwal, Corp",175.3725,8651.710000000001,1356.213999999999
SO - 0007900,Online,2020-12-22,USD,5,0.1,2224.4,1557.08,Dinnerware,"Fenwal, Corp",222.44000000000003,10009.8,2224.3999999999996
SO - 0001292,Online,2018-11-16,USD,3,0.1,5547.6,3217.608,Furniture Cushions,"Fenwal, Corp",554.7600000000001,14978.52,5325.696
SO - 0002741,Distributor,2019-05-02,USD,2,0.15,1775.5,1473.665,Furniture Cushions,"Fenwal, Corp",266.325,3018.35,71.01999999999998
SO - 0003541,Online,2019-07-16,USD,2,0.15,2505.8,1678.8860000000002,Furniture Cushions,"Fenwal, Corp",375.87,4259.860000000001,902.0880000000002
SO - 000284,Wholesale,2018-07-26,USD,8,0.05,2566.1,1052.101,Photo Frames,"Fenwal, Corp",128.305,19502.36,11085.552
SO - 0005070,In-Store,2020-02-12,USD,2,0.1,254.6,106.932,Photo Frames,"Fenwal, Corp",25.46,458.28,244.41599999999997
SO - 0005577,In-Store,2020-03-28,USD,2,0.15,2351.7000000000003,1293.4350000000002,Photo Frames,"Fenwal, Corp",352.75500000000005,3997.8900000000003,1411.02
SO - 0005147,Distributor,2020-02-09,USD,1,0.2,1065.3,777.669,Bedroom Furniture,"Fenwal, Corp",213.06,852.24,74.57100000000003
SO - 000976,In-Store,2018-09-19,USD,7,0.15,5172.400000000001,3155.164,Ornaments,"Fenwal, Corp",775.86,30775.780000000006,8689.632000000005
SO - 0001662,In-Store,2019-01-04,USD,5,0.4,241.2,115.776,Ornaments,"Fenwal, Corp",96.48,723.5999999999999,144.7199999999999
SO - 0006805,Online,2020-08-25,USD,3,0.05,2385.2000000000003,1765.0480000000002,Ornaments,"Fenwal, Corp",119.26000000000002,6797.82,1502.6759999999995
SO - 0006868,Online,2020-09-01,USD,5,0.1,1092.1,546.0500000000001,Ornaments,"Fenwal, Corp",109.21,4914.449999999999,2184.1999999999985
SO - 0007054,In-Store,2020-09-28,USD,1,0.1,2525.9,1818.648,Ornaments,"Fenwal, Corp",252.59000000000003,2273.31,454.66200000000003
SO - 000602,Distributor,2018-09-02,USD,5,0.2,1058.6,645.7460000000001,Cocktail Glasses,"Fenwal, Corp",211.72,4234.4,1005.6699999999992
SO - 0001262,Wholesale,2018-10-24,USD,7,0.3,1118.9,525.883,Cocktail Glasses,"Fenwal, Corp",335.67,5482.610000000001,1801.429
SO - 0004072,Online,2019-09-25,USD,2,0.15,1139.0,569.5,Cocktail Glasses,"Fenwal, Corp",170.85,1936.3,797.3
SO - 0007440,Distributor,2020-11-08,USD,1,0.3,227.8,157.182,Cocktail Glasses,"Fenwal, Corp",68.34,159.46,2.27800000000002
SO - 0002443,Distributor,2019-03-20,USD,6,0.075,254.6,168.036,Pillows,"Fenwal, Corp",19.095,1413.03,404.81399999999996
SO - 0003323,Online,2019-07-04,USD,4,0.075,3999.9,2759.931,Pillows,"Fenwal, Corp",299.9925,14799.630000000001,3759.906000000001
SO - 0004215,In-Store,2019-11-04,USD,5,0.05,1809.0,1537.65,Pillows,"Fenwal, Corp",90.45,8592.75,904.5
SO - 0007167,Online,2020-09-29,USD,3,0.3,1065.3,681.792,Pillows,"Fenwal, Corp",319.59,2237.13,191.7539999999999
SO - 0002520,Wholesale,2019-03-18,USD,3,0.05,1098.8,604.34,Wine Storage,"Fenwal, Corp",54.94,3131.58,1318.56
SO - 0003299,Online,2019-06-15,USD,7,0.075,241.2,151.95600000000002,Wine Storage,"Fenwal, Corp",18.09,1561.77,498.078
SO - 0004658,In-Store,2019-12-12,USD,8,0.075,2278.0,1116.22,Wine Storage,"Fenwal, Corp",170.85,16857.2,7927.4400000000005
SO - 0006559,In-Store,2020-07-26,USD,2,0.1,1118.9,615.3950000000001,Wine Storage,"Fenwal, Corp",111.89000000000001,2014.0200000000002,783.23
SO - 0006706,In-Store,2020-08-18,USD,4,0.05,2003.3,1121.8480000000002,Wine Storage,"Fenwal, Corp",100.165,7612.54,3125.1479999999992
SO - 0003109,Distributor,2019-06-07,USD,3,0.1,1065.3,575.2620000000001,Serveware,"Fenwal, Corp",106.53,2876.31,1150.524
SO - 0004025,Distributor,2019-10-02,USD,1,0.1,167.5,95.475,Serveware,"Fenwal, Corp",16.75,150.75,55.275000000000006
SO - 0004103,In-Store,2019-10-10,USD,5,0.15,5507.400000000001,4075.476000000001,Serveware,"Fenwal, Corp",826.11,23406.450000000004,3029.0699999999997
SO - 0005937,Online,2020-05-13,USD,7,0.1,1058.6,561.0580000000001,Home Fragrances,"Fenwal, Corp",105.86,6669.179999999999,2741.7739999999985
SO - 0006390,Online,2020-06-23,USD,6,0.05,5159.0,2321.55,Home Fragrances,"Fenwal, Corp",257.95,29406.300000000003,15477.000000000002
SO - 0007160,Online,2020-10-10,USD,5,0.2,3906.1,2968.636,Home Fragrances,"Fenwal, Corp",781.22,15624.400000000001,781.2200000000012
SO - 0006131,Online,2020-06-16,USD,7,0.1,5279.6,3167.76,Floral,"Fenwal, Corp",527.96,33261.48,11087.160000000003
SO - 0006853,Distributor,2020-08-16,USD,1,0.075,3912.8,3325.88,Floral,"Fenwal, Corp",293.46,3619.34,293.46000000000004
SO - 0006890,Online,2020-08-18,USD,6,0.1,1092.1,775.3910000000001,Floral,"Fenwal, Corp",109.21,5897.339999999999,1244.9939999999988
SO - 0002534,Distributor,2019-04-11,USD,7,0.075,1815.7,1325.461,Blankets,"Fenwal, Corp",136.1775,11756.657500000001,2478.4305000000004
SO - 0006633,Online,2020-08-17,USD,7,0.075,3966.4,2102.192,Blankets,"Fenwal, Corp",297.48,25682.440000000002,10967.096000000001
SO - 0007718,In-Store,2020-12-02,USD,5,0.4,3953.0,2648.51,Blankets,"Fenwal, Corp",1581.2,11859.0,-1383.550000000001
SO - 0003040,Wholesale,2019-06-08,USD,1,0.2,2854.2000000000003,2426.07,Phones,"Fenwal, Corp",570.84,2283.36,-142.71000000000004
SO - 0003261,Distributor,2019-06-13,USD,1,0.2,1031.8,639.716,Phones,"Fenwal, Corp",206.36,825.4399999999999,185.72399999999993
SO - 0003564,Online,2019-08-04,USD,7,0.05,1112.2,633.954,Phones,"Fenwal, Corp",55.61000000000001,7396.130000000001,2958.452000000001
SO - 000327,Online,2018-07-13,USD,5,0.075,978.2,821.688,Pendants,"Fenwal, Corp",73.365,4524.175,415.7350000000006
SO - 000592,Distributor,2018-08-20,USD,2,0.075,5668.2,3570.966,Pendants,"Fenwal, Corp",425.11499999999995,10486.17,3344.2380000000003
SO - 0004499,In-Store,2019-12-03,USD,3,0.075,234.5,175.875,Pendants,"Fenwal, Corp",17.5875,650.7375,123.11249999999995
SO - 0007794,Wholesale,2020-12-19,USD,2,0.15,1165.8,582.9,Pendants,"Fenwal, Corp",174.86999999999998,1981.86,816.06
SO - 000961,In-Store,2018-09-20,USD,4,0.075,1045.2,418.08,Basketball,"Fenwal, Corp",78.39,3867.2400000000002,2194.92
SO - 0005672,In-Store,2020-04-24,USD,5,0.1,1313.2,958.636,Basketball,"Fenwal, Corp",131.32000000000002,5909.400000000001,1116.2200000000003
SO - 0007030,Distributor,2020-09-26,USD,6,0.3,2284.7000000000003,1919.148,Basketball,"Fenwal, Corp",685.4100000000001,9595.740000000002,-1919.1479999999974
SO - 000364,In-Store,2018-07-18,USD,2,0.05,1802.3,1153.472,Wall Coverings,"Fenwal, Corp",90.11500000000001,3424.37,1117.426
SO - 0003116,Distributor,2019-06-11,USD,1,0.1,1058.6,476.37000000000006,Wall Coverings,"Fenwal, Corp",105.86,952.7399999999999,476.36999999999983
SO - 0004029,Online,2019-09-28,USD,6,0.05,2646.5,1402.645,Wall Coverings,"Fenwal, Corp",132.32500000000002,15085.050000000001,6669.180000000002
SO - 0006030,In-Store,2020-05-26,USD,8,0.2,3685.0,2395.25,Wall Coverings,"Fenwal, Corp",737.0,23584.0,4422.0
SO - 000417,Online,2018-08-05,USD,2,0.075,254.6,127.3,Candleholders,"Fenwal, Corp",19.095,471.01,216.41
SO - 0002809,In-Store,2019-05-07,USD,1,0.05,1809.0,922.59,Candleholders,"Fenwal, Corp",90.45,1718.55,795.9599999999999
SO - 0003123,In-Store,2019-06-14,USD,5,0.4,5313.1,4091.087,Candleholders,"Fenwal, Corp",2125.2400000000002,15939.300000000001,-4516.135
SO - 0003179,In-Store,2019-06-20,USD,8,0.075,1708.5,734.655,Candleholders,"Fenwal, Corp",128.1375,12642.9,6765.66
SO - 0003976,Online,2019-09-27,USD,3,0.05,1092.1,655.2600000000001,Candleholders,"Fenwal, Corp",54.605,3112.4849999999997,1146.7049999999995
SO - 0004179,Distributor,2019-10-14,USD,5,0.15,3289.7000000000003,1348.777,Candleholders,"Fenwal, Corp",493.45500000000004,13981.225000000002,7237.340000000002
SO - 0004226,Wholesale,2019-10-31,USD,1,0.075,924.6,656.466,Candleholders,"Fenwal, Corp",69.345,855.255,198.789
SO - 0004574,In-Store,2019-11-20,USD,8,0.05,2324.9,1371.691,Candleholders,"Fenwal, Corp",116.245,17669.24,6695.712000000001
SO - 0006479,Online,2020-07-21,USD,8,0.075,268.0,112.56,Candleholders,"Fenwal, Corp",20.099999999999998,1983.2,1082.72
SO - 0007791,In-Store,2020-12-15,USD,6,0.075,1165.8,629.532,Candleholders,"Fenwal, Corp",87.43499999999999,6470.1900000000005,2692.9980000000005
SO - 0003880,Online,2019-09-16,USD,7,0.2,207.7,157.852,Festive,"Fenwal, Corp",41.54,1163.12,58.15599999999995
SO - 0004037,Online,2019-09-23,USD,3,0.2,2298.1,1034.145,Festive,"Fenwal, Corp",459.62,5515.4400000000005,2413.0050000000006
SO - 0006634,In-Store,2020-07-23,USD,4,0.15,2653.2000000000003,1698.0480000000002,Festive,"Fenwal, Corp",397.98,9020.880000000001,2228.688
SO - 0001123,In-Store,2018-10-06,USD,5,0.075,3932.9,2477.727,Baseball,"Fenwal, Corp",294.9675,18189.6625,5801.0275
SO - 0004821,Wholesale,2019-12-28,USD,1,0.05,1118.9,716.0960000000001,Baseball,"Fenwal, Corp",55.94500000000001,1062.9550000000002,346.85900000000004
SO - 0007881,Distributor,2020-12-28,USD,6,0.05,194.3,104.922,Baseball,"Fenwal, Corp",9.715000000000002,1107.51,477.97800000000007
SO - 0001741,In-Store,2018-12-16,USD,3,0.2,2257.9,1603.109,Collectibles,"Fenwal, Corp",451.58000000000004,5418.960000000001,609.6330000000016
SO - 0001491,In-Store,2018-11-30,USD,5,0.075,1005.0,693.4499999999999,Vanities,"Fenwal, Corp",75.375,4648.125,1180.8750000000005
SO - 000319,Wholesale,2018-07-10,USD,2,0.05,1139.0,546.72,Bean Bags,"Fenwal, Corp",56.95,2164.1,1070.6599999999999
SO - 0001003,Distributor,2018-10-08,USD,1,0.4,6512.400000000001,5144.796,Bean Bags,"Fenwal, Corp",2604.9600000000005,3907.44,-1237.3560000000002
SO - 0001602,In-Store,2018-12-27,USD,7,0.05,6157.3,4248.536999999999,Bean Bags,"Fenwal, Corp",307.865,40946.045000000006,11206.286000000011
SO - 0007873,Online,2020-12-23,USD,8,0.3,3906.1,1718.684,Bean Bags,"Fenwal, Corp",1171.83,21874.16,8124.688
SO - 000551,Distributor,2018-08-18,USD,8,0.15,2653.2000000000003,2016.432,Dining Furniture,Select ,397.98,18041.760000000002,1910.304000000002
SO - 0002374,Online,2019-03-09,USD,5,0.05,2525.9,1591.317,Dining Furniture,Select ,126.29500000000002,11998.025,4041.4399999999996
SO - 0004920,Online,2020-01-24,USD,6,0.075,3993.2,3154.628,Dining Furniture,Select ,299.48999999999995,22162.260000000002,3234.492000000002
SO - 0006482,Online,2020-07-13,USD,1,0.05,3892.7,1634.934,Dining Furniture,Select ,194.635,3698.0649999999996,2063.1309999999994
SO - 000211,In-Store,2018-07-18,USD,7,0.2,2659.9,1675.737,Wreaths,Select ,531.98,14895.44,3165.281000000001
SO - 000365,Wholesale,2018-07-22,USD,5,0.05,1018.4,753.616,Wreaths,Select ,50.92,4837.4,1069.3199999999997
SO - 0005629,Distributor,2020-04-15,USD,8,0.075,3872.6,3175.532,Wreaths,Select ,290.445,28657.239999999998,3252.9839999999967
SO - 0006028,In-Store,2020-05-25,USD,5,0.2,3926.2,1845.314,Wreaths,Select ,785.24,15704.8,6478.23
SO - 0006535,Online,2020-07-20,USD,4,0.075,1286.4,514.5600000000001,Wreaths,Select ,96.48,4759.68,2701.44
SO - 0001867,Wholesale,2019-01-17,USD,2,0.1,2566.1,1693.626,Stemware,Select ,256.61,4618.98,1231.7279999999996
SO - 0004894,In-Store,2020-01-23,USD,8,0.05,5433.7,3803.59,Stemware,Select ,271.685,41296.119999999995,10867.399999999994
SO - 0006037,Distributor,2020-06-03,USD,1,0.4,5607.900000000001,4149.8460000000005,Stemware,Select ,2243.1600000000003,3364.7400000000002,-785.1060000000002
SO - 0006496,Distributor,2020-07-24,USD,6,0.05,194.3,130.181,Stemware,Select ,9.715000000000002,1107.51,326.424
SO - 0007219,Distributor,2020-10-09,USD,3,0.05,3986.5,2750.685,Stemware,Select ,199.32500000000002,11361.525000000001,3109.470000000001
SO - 0004455,In-Store,2019-11-20,USD,4,0.05,1051.9,452.317,Accessories,Select ,52.595000000000006,3997.2200000000003,2187.952
SO - 0007614,Online,2020-11-24,USD,5,0.1,214.4,126.496,Accessories,Select ,21.44,964.8000000000001,332.32000000000005
SO - 0001726,In-Store,2019-01-13,USD,5,0.4,1092.1,808.1540000000001,Candles,Select ,436.84,3276.3,-764.4700000000003
SO - 0002057,Online,2019-01-16,USD,8,0.05,3919.5,1567.8000000000002,Candles,Select ,195.97500000000002,29788.2,17245.8
SO - 0003121,Online,2019-06-13,USD,7,0.1,1172.5,656.6,Candles,Select ,117.25,7386.75,2790.55
SO - 0004275,Online,2019-10-21,USD,3,0.2,690.1,524.476,Candles,Select ,138.02,1656.2400000000002,82.81200000000035
SO - 0005891,Online,2020-05-12,USD,4,0.1,1969.8,1654.6319999999998,Candles,Select ,196.98000000000002,7091.28,472.7520000000004
SO - 0007294,Wholesale,2020-10-11,USD,6,0.05,174.20000000000002,94.068,Candles,Select ,8.71,992.94,428.53200000000004
SO - 0001092,Online,2018-10-13,USD,4,0.05,1896.1,1592.7240000000002,Cookware,Select ,94.805,7205.179999999999,834.2839999999987
SO - 0004191,Distributor,2019-10-17,USD,2,0.2,1005.0,703.5,Cookware,Select ,201.0,1608.0,201.0
SO - 0004566,Wholesale,2019-12-09,USD,6,0.3,3839.1,2149.896,Cookware,Select ,1151.73,16124.22,3224.843999999999
SO - 0004942,In-Store,2020-01-21,USD,2,0.075,221.1,170.247,Cookware,Select ,16.5825,409.03499999999997,68.54099999999994
SO - 0007651,Online,2020-11-30,USD,7,0.2,194.3,108.80800000000002,Cookware,Select ,38.86000000000001,1088.08,326.42399999999975
SO - 0007896,Wholesale,2020-12-30,USD,8,0.075,2257.9,1716.004,Cookware,Select ,169.3425,16708.46,2980.428
SO - 0006134,Distributor,2020-06-11,USD,6,0.1,3557.7000000000003,1707.696,Bathroom Furniture,Select ,355.77000000000004,19211.58,8965.404000000002
SO - 0008028,Distributor,2021-01-22,USD,8,0.05,984.9,728.826,Bathroom Furniture,Select ,49.245000000000005,7485.24,1654.6319999999996
SO - 000164,In-Store,2018-07-02,USD,7,0.05,2257.9,1761.162,Sculptures,Select ,112.89500000000001,15015.035,2686.901
SO - 000943,In-Store,2018-10-07,USD,7,0.05,6251.1,4938.369000000001,Sculptures,Select ,312.55500000000006,41569.815,7001.231999999996
SO - 0001253,Online,2018-11-09,USD,5,0.075,207.7,174.46800000000002,Sculptures,Select ,15.577499999999999,960.6125,88.27249999999981
SO - 0005079,Online,2020-01-21,USD,5,0.1,3825.7,3137.074,Sculptures,Select ,382.57,17215.649999999998,1530.279999999997
SO - 0006448,In-Store,2020-07-23,USD,1,0.1,6190.8,3900.204,Sculptures,Select ,619.08,5571.72,1671.516
SO - 0003639,In-Store,2019-08-14,USD,7,0.05,1011.7,505.85,Audio,Select ,50.58500000000001,6727.805,3186.855
SO - 0004583,In-Store,2019-12-08,USD,2,0.05,1742.0,1341.34,Audio,Select ,87.10000000000001,3309.8,627.1200000000003
SO - 0004833,Online,2020-01-11,USD,3,0.1,1849.2,1516.344,Audio,Select ,184.92000000000002,4992.84,443.808
SO - 0004778,In-Store,2019-12-22,USD,3,0.2,2358.4,1768.8000000000002,Bakeware,Select ,471.68000000000006,5660.16,353.7599999999993
SO - 0001410,In-Store,2018-11-25,USD,2,0.05,180.9,85.023,Wardrobes,Select ,9.045,343.71000000000004,173.66400000000004
SO - 0005979,In-Store,2020-05-09,USD,2,0.05,1172.5,492.45,Wardrobes,Select ,58.625,2227.75,1242.85
SO - 0001969,In-Store,2019-01-15,USD,3,0.075,2586.2000000000003,1034.4800000000002,Rugs,Select ,193.965,7176.705,4073.2649999999994
SO - 0004378,In-Store,2019-11-19,USD,4,0.1,3926.2,2394.982,Rugs,Select ,392.62,14134.32,4554.392
SO - 0006073,In-Store,2020-06-10,USD,2,0.05,1728.6,726.0120000000001,Rugs,Select ,86.43,3284.3399999999997,1832.3159999999996
SO - 0006450,Online,2020-07-06,USD,6,0.075,2572.8,1569.408,Rugs,Select ,192.96,14279.04,4862.592000000001
SO - 0005028,Online,2020-01-15,USD,3,0.075,5132.2,3027.998,Floor Lamps,Select ,384.91499999999996,14241.855,5157.860999999999
SO - 0005738,Online,2020-04-25,USD,7,0.075,2479.0,1735.3,Floor Lamps,Select ,185.92499999999998,16051.524999999998,3904.4249999999975
SO - 0004213,In-Store,2019-10-16,USD,7,0.1,1842.5,1123.925,Vases,Select ,184.25,11607.75,3740.2750000000005
SO - 0004249,In-Store,2019-10-13,USD,4,0.15,2532.6,1013.04,Vases,Select ,379.89,8610.84,4558.68
SO - 0005238,Online,2020-02-25,USD,5,0.05,938.0,534.66,Vases,Select ,46.900000000000006,4455.5,1782.2000000000003
SO - 0006235,Distributor,2020-06-16,USD,7,0.075,3879.3,3103.4400000000005,Vases,Select ,290.9475,25118.4675,3394.387499999997
SO - 000595,In-Store,2018-08-16,USD,6,0.075,247.9,198.32,Computers,Select ,18.5925,1375.845,185.92499999999995
SO - 0003881,Online,2019-08-30,USD,4,0.075,857.6,651.7760000000001,Computers,Select ,64.32,3173.12,566.0159999999996
SO - 0007705,In-Store,2020-11-22,USD,8,0.15,221.1,139.293,Computers,Select ,33.165,1503.48,389.13599999999997
SO - 0005633,Online,2020-03-26,USD,1,0.2,3443.8,2307.3460000000005,TV and video,Select ,688.7600000000001,2755.04,447.6939999999995
